基础业务办理|||套餐变更|||每次都是到快月底就开始玩什么流量封顶，真的是服了，我套餐里还有很多流量没有用，封这个干什么玩意，坑人|||0
基础业务办理|||套餐变更|||为什么4G变更不了套餐|||34
基础业务办理|||套餐变更|||办理不了套餐变更|||4
基础业务办理|||套餐变更|||为什么疫情期间不可以网上变套餐|||34
基础业务办理|||套餐变更|||我要退掉5G159元流量套餐，换回地王卡，不然不用了，不需要这个会员，还以为是腾讯视频会员|||0
基础业务办理|||套餐变更|||不优先用日套餐的？|||0
基础业务办理|||套餐变更|||不可以更改套餐|||4
基础业务办理|||套餐变更|||退订不了爱奇艺流量加会员套餐|||4
基础业务办理|||套餐变更|||我的流量还有，为什么要扣我钱|||03
基础业务办理|||套餐变更|||套餐变更页面打不开|||4
基础业务办理|||套餐变更|||我想换套餐|||0
基础业务办理|||套餐变更|||为什么取消套餐办理失败，差评|||34
基础业务办理|||套餐变更|||我要取消流量包月，为什么搞不了？|||34
基础业务办理|||套餐变更|||我买了10元20G流量，没用就失效了|||4
基础业务办理|||套餐变更|||下个月的套餐也生效。但是变更不了|||4
基础业务办理|||套餐变更|||王卡扣费太多感觉用腾讯流量像是在用话费，果然都说王卡坑。|||0
基础业务办理|||套餐变更|||流量叠加包月套餐费30元给我取消|||0
基础业务办理|||套餐变更|||套餐变更都不行？不要学移动那么不要脸了行不|||34
基础业务办理|||套餐变更|||流量叠加包月套餐费给我取消，|||0
基础业务办理|||套餐变更|||新套餐我不要那几百分钟的通话，换成流量。还有就是太贵了，一百以内可以接受|||0
基础业务办理|||套餐变更|||这个套餐也太坑了吧，线上又不能变更套餐|||4
基础业务办理|||套餐变更|||亲情卡套餐没用完就转用日租卡套餐|||0
基础业务办理|||套餐变更|||我没有升级套餐!为什么扣我升级了套餐的钱？|||34
基础业务办理|||套餐变更|||套餐什么的，麻烦说清楚点，糊里糊涂的就开了个什么5G冰淇淋套餐，我现在要取消，都不知道怎么搞|||0
基础业务办理|||套餐变更|||合约下月到期，套餐变更无法办理，特殊时期，无法去营业厅|||0
基础业务办理|||套餐变更|||退订不了|||4
基础业务办理|||套餐变更|||就没有变更4G套餐这条差评|||0
基础业务办理|||套餐变更|||怎么退|||03
基础业务办理|||套餐变更|||麻烦帮我把这个套餐取消了|||0
基础业务办理|||套餐变更|||为什么暂无推荐套餐|||3
基础业务办理|||套餐变更|||无法套餐变更|||4
基础业务办理|||套餐变更|||为什么取消不了|||34
基础业务办理|||套餐变更|||要改套餐，电话根本打不进去|||4
基础业务办理|||套餐变更|||为什么现在不支持自助更改套餐。|||34
基础业务办理|||套餐变更|||套餐变更没有页面。|||2
基础业务办理|||套餐变更|||你们什么意思，不给取消套餐？|||03
基础业务办理|||套餐变更|||我再当地的营业厅办理了39元10g流量，但在这里查询时怎么是19元1g流量呢？|||3
基础业务办理|||套餐变更|||垃圾|||0
基础业务办理|||套餐变更|||我要退订|||0
基础业务办理|||套餐变更|||这是咋回事？？？都没反应！！如何办理！！！|||0
基础业务办理|||套餐变更|||请问，今天既不是月末也不是月初，？为什么取消不了套餐变更？人工服务能不能增派点人手，等一上午就问一个问题？|||13
基础业务办理|||套餐变更|||我要变更套餐|||0
基础业务办理|||套餐变更|||退订的方法根本用不了，c。|||0
基础业务办理|||套餐变更|||套餐变更不夸了|||0
基础业务办理|||套餐变更|||怎么退订啊|||3
基础业务办理|||套餐变更|||这个承诺30元2g流量加100分钟通话，是怎么回事？我从来没有承诺过，就给我按上了，请给我去掉！平时流量就用不着，不要偷偷地加上一些别人不知道的项目！|||0
基础业务办理|||套餐变更|||这个承诺30元2g流量加100分钟通话，是怎么回事？我从来没有承诺过，就给我按上了，请给我去掉！平时流量就用不着，不要偷偷地加上一些别人不知道的项目！|||0
基础业务办理|||套餐变更|||自己看我想退订都都退不了|||0
基础业务办理|||套餐变更|||垃圾|||0
基础业务办理|||套餐变更|||垃圾联通|||0
基础业务办理|||套餐变更|||曹尼玛的联通老子连取消流量包的业务都没了你妈没屁眼买的流量包还乱扣|||0
基础业务办理|||套餐变更|||套餐变更一直失败！！！|||4
基础业务办理|||套餐变更|||如何联系客服修改套餐|||1
基础业务办理|||套餐变更|||非常贵|||0
基础业务办理|||套餐变更|||还是进不去|||4
基础业务办理|||套餐变更|||为什么在网上办的卡要到营业厅去变更套餐？？？|||03
基础业务办理|||套餐变更|||我不想开这个套餐如何取消？|||3
基础业务办理|||套餐变更|||这是什么意思|||0
基础业务办理|||套餐变更|||改套餐真难|||0
基础业务办理|||套餐变更|||疫情期间无法网上变更套餐你让我去哪找营业厅|||0
基础业务办理|||套餐变更|||这是什么意思？意思就是超出部分的流量扣话费吗？？？|||03
基础业务办理|||套餐变更|||整天提醒去升级，骗子|||0
基础业务办理|||套餐变更|||这腾讯大王卡我不会用用不上|||0
基础业务办理|||套餐变更|||套餐这么久都不生效？很好玩？|||0
基础业务办理|||套餐变更|||以前一个月19块钱，现在一个月59就知道骗我们啊。|||0
基础业务办理|||套餐变更|||我他妈流量都还没用完就自己给我订购日租宝是几个意思我家里有矿是不是|||0
基础业务办理|||套餐变更|||解封流量解封不成|||4
基础业务办理|||套餐变更|||交了话费不能用流量。|||4
基础业务办理|||套餐变更|||我本来就睡觉一直打电话给我说订流量套餐现在搞了网络限速卡死我要求退套餐|||0
基础业务办理|||套餐变更|||我要回到19块钱的套餐这是什么破套餐|||0
基础业务办理|||套餐变更|||我要回到我一个月19块钱的套餐|||0
基础业务办理|||套餐变更|||套餐变更不了|||4
基础业务办理|||套餐变更|||不需要这个套餐麻烦帮我退掉谢谢|||0
基础业务办理|||套餐变更|||这变更找怎么不知道|||0
基础业务办理|||套餐变更|||？|||0
基础业务办理|||套餐变更|||选择少！！！！！|||0
基础业务办理|||套餐变更|||费用需要降，办理不了|||0
基础业务办理|||套餐变更|||你们人工台随意变更我的资费！我要投诉|||0
基础业务办理|||套餐变更|||为什么不可以直接取消套餐？推荐的套餐都是消费更高的|||34
基础业务办理|||套餐变更|||怎么退套餐|||3
基础业务办理|||套餐变更|||当初办理时说的是89元每月，无缘无故变成129元一个月了，待疫情结束立马去营业厅注销此卡|||0
基础业务办理|||套餐变更|||无法升级5g。手机换了还不能用。之前明明打电话告诉我给我免费升级成了5g。结果现在还没有变更？！|||34
基础业务办理|||套餐变更|||变更套餐|||0
基础业务办理|||套餐变更|||套餐变更不了。|||4
基础业务办理|||套餐变更|||我觉得我不适合这个套餐|||0
基础业务办理|||套餐变更|||那个服务密码我都不知道我服务密码是什么，然后我点那个重置，他还让我输入旧密码，我要是知道，我还会点重置|||0
基础业务办理|||套餐变更|||不能退订|||4
基础业务办理|||套餐变更|||取消地王卡套餐|||0
基础业务办理|||套餐变更|||信号太差了，4G信号三格一下子变成3G，然后半天连不上4G|||1
基础业务办理|||套餐变更|||互联网套餐升级怎么不支持线上办理？微信公众号上面说网上可以办理的。|||3
基础业务办理|||套餐变更|||本人的湖北宜昌联通号码于2020年2月底活动合约到期，疫情期间没有营业厅开门，能有专人处理下这个事情嘛？合约到期后，每个月就没有活动反还了，这个可以续约嘛？不能续约的话，我能网上办理吗|||3
基础业务办理|||套餐变更|||我一个月应该是68元套餐，怎么是88|||0
基础业务办理|||套餐变更|||10010服务热线没人接|||1
基础业务办理|||套餐变更|||我没打过电话没有开过网络为什么欠费？|||3
